"年月日","牡羊座","牡牛座","双子座","蟹座","獅子座","乙女座","天秤座","蠍座","射手座","山羊座","水瓶座","魚座"
"20110408","9","2","5","7","11","8","4","12","3","10","6","1"
"20110409","5","9","11","6","4","12","2","8","10","1","3","7"
"20110410","5","4","9","2","3","11","8","10","6","7","12","1"
"20110411","9","2","11","4","8","3","10","6","12","1","5","7"
"20110412","6","11","12","1","9","3","10","5","8","4","7","2"
"20110413","11","7","1","9","12","4","10","6","2","8","3","5"
"20110414","10","3","12","4","6","1","8","5","7","9","2","11"
"20110415","5","3","12","11","1","4","7","6","8","9","2","10"
"20110416","7","6","1","9","11","8","4","10","2","5","12","3"
"20110417","2","3","11","7","1","4","12","9","6","8","10","5"
"20110418","6","8","3","5","7","9","12","10","4","1","11","2"
"20110419","5","9","11","7","10","3","1","8","2","4","6","12"
"20110420","6","10","12","3","5","8","2","9","1","7","4","11"
"20110421","3","6","4","7","9","2","5","8","11","12","10","1"
"20110422","12","6","8","3","9","2","10","4","7","5","1","11"
"20110423","3","12","2","1","7","5","4","8","10","9","6","11"
"20110424","9","1","12","6","7","3","11","5","8","2","10","4"
"20110425","11","4","12","6","8","9","3","1","10","2","7","5"
"20110426","5","8","12","4","2","9","10","7","6","3","1","11"
"20110427","9","11","4","3","2","8","12","10","6","1","5","7"
"20110428","4","12","11","1","9","5","7","3","10","2","6","8"
"20110429","7","1","10","4","3","9","2","5","8","11","12","6"
"20110430","4","8","12","10","3","5","1","6","2","11","9","7"
"20110501","9","4","3","6","8","10","12","1","11","2","5","7"
"20110502","5","3","12","11","2","7","6","4","8","10","1","9"
"20110503","8","12","3","1","11","5","4","10","6","7","2","9"
"20110504","2","8","7","1","11","3","5","4","9","12","10","6"
"20110505","9","2","11","3","4","1","6","10","5","8","7","12"
"20110506","4","3","10","7","1","6","2","5","11","12","8","9"
"20110507","7","4","6","9","10","2","8","5","1","3","12","11"
"20110508","7","4","11","12","6","8","5","1","3","10","9","2"
"20110509","10","9","2","1","7","3","4","5","6","11","12","8"
"20110510","2","3","11","7","9","12","1","8","6","4","5","10"
"20110511","9","10","1","3","7","2","8","12","6","5","4","11"
"20110512","12","1","8","2","7","10","5","4","3","11","9","6"
"20110513","3","5","10","1","11","7","8","4","6","12","2","9"
"20110514","9","7","5","11","1","6","4","12","8","10","3","2"
"20110515","1","5","10","2","12","9","4","8","3","11","7","6"
"20110516","5","1","12","8","7","3","2","9","10","11","6","4"
"20110517","9","10","7","8","12","6","5","1","3","4","2","11"
"20110518","11","12","10","1","5","8","9","3","6","4","2","7"
"20110519","10","1","2","8","3","9","6","12","5","4","7","11"
"20110520","11","12","2","1","9","3","5","4","7","6","8","10"
"20110521","4","6","1","5","9","8","11","3","12","10","2","7"
"20110522","6","11","10","7","3","9","8","4","2","12","1","5"
"20110523","3","5","8","10","7","12","2","1","9","4","6","11"
"20110524","1","12","8","10","3","6","9","4","7","5","2","11"
"20110525","9","8","12","2","11","5","7","3","4","1","6","10"
"20110526","4","7","2","8","6","9","10","3","5","12","11","1"
"20110527","1","10","5","12","9","4","8","3","11","6","7","2"
"20110528","7","1","12","5","8","3","2","9","6","10","4","11"
"20110529","5","12","4","10","6","3","2","8","9","1","11","7"
"20110530","3","7","12","9","4","11","2","8","6","10","5","1"
"20110531","4","7","6","1","9","11","3","8","5","12","2","10"
"20110601","8","11","4","2","6","12","3","7","1","5","10","9"
"20110602","12","1","7","4","8","3","11","10","6","5","9","2"
"20110603","8","4","12","11","2","5","6","1","10","3","9","7"
"20110604","1","6","9","10","2","3","7","8","12","4","5","11"
"20110605","5","7","9","4","12","10","8","2","1","3","6","11"
"20110606","4","5","12","11","7","1","2","9","6","3","8","10"
"20110607","1","12","5","7","8","3","4","10","9","6","11","2"
"20110608","3","6","8","12","2","1","4","9","7","10","5","11"
"20110609","3","5","7","8","1","9","2","4","11","6","10","12"
"20110610","6","2","7","9","8","3","4","10","12","1","11","5"
"20110611","6","5","7","12","4","11","10","2","9","8","3","1"
"20110612","4","1","7","6","9","8","5","3","10","12","11","2"
"20110613","4","2","12","7","1","3","11","9","8","10","6","5"
"20110614","4","9","6","7","3","2","12","1","5","8","11","10"
"20110615","6","7","10","2","1","3","8","12","9","5","11","4"
"20110616","9","1","5","7","12","4","6","8","2","10","3","11"
"20110617","3","7","9","6","4","8","12","10","11","2","1","5"
"20110618","9","4","3","5","2","11","12","10","1","6","7","8"
"20110619","2","7","9","11","5","6","10","1","3","12","8","4"
"20110620","7","11","4","6","1","3","5","10","12","9","2","8"
"20110621","10","9","8","12","4","3","7","1","2","5","6","11"
"20110622","11","9","3","1","5","2","10","6","4","8","12","7"
"20110623","11","7","9","12","6","3","8","1","5","10","2","4"
"20110624","6","1","5","8","9","2","11","3","7","12","10","4"
"20110625","1","7","11","2","9","3","12","5","6","8","4","10"
"20110626","11","2","9","7","12","6","1","10","3","5","8","4"
"20110627","12","11","3","2","7","8","9","10","1","5","6","4"
"20110628","6","3","7","8","12","5","2","1","10","4","9","11"
"20110629","2","9","8","7","12","4","10","1","6","3","11","5"
"20110630","11","5","4","7","3","6","12","1","10","8","9","2"
"20110701","8","9","5","1","2","10","11","4","3","6","12","7"
"20110702","10","1","3","8","9","7","12","11","5","4","2","6"
"20110703","2","8","12","7","4","3","9","10","6","11","1","5"
"20110704","1","11","7","10","2","4","5","12","8","9","6","3"
"20110705","9","11","12","4","2","7","6","1","3","5","8","10"
"20110706","9","8","3","10","12","2","5","1","4","11","7","6"
"20110707","4","11","9","1","2","12","5","8","10","6","7","3"
"20110708","6","9","7","3","2","1","8","11","10","4","12","5"
"20110709","1","4","11","6","8","7","5","12","2","10","9","3"
"20110710","9","7","6","4","12","10","11","2","1","8","5","3"
"20110711","2","6","3","9","1","10","7","11","12","4","5","8"
"20110712","12","10","5","4","9","3","6","11","1","2","8","7"
"20110713","2","6","9","12","1","3","7","4","11","10","5","8"
"20110714","6","5","10","11","7","12","9","8","4","3","2","1"
"20110715","2","3","8","6","1","10","5","9","7","11","12","4"
"20110716","11","5","12","2","3","1","8","9","6","7","10","4"
"20110717","8","12","4","11","2","6","9","3","7","1","10","5"
"20110718","11","1","6","12","10","3","5","4","9","8","2","7"
"20110719","9","2","8","10","5","1","3","12","7","4","6","11"
"20110720","5","1","3","9","4","11","2","10","7","6","8","12"
"20110721","2","9","6","11","10","4","7","3","8","1","12","5"
"20110722","6","3","8","9","12","10","1","11","2","4","5","7"
"20110723","8","2","5","11","12","7","1","4","3","9","10","6"
"20110724","7","12","3","8","4","2","10","11","1","5","6","9"
"20110725","8","3","1","10","5","4","6","12","11","7","2","9"
"20110726","9","1","4","6","8","7","10","2","12","5","3","11"
"20110727","11","4","6","7","9","8","10","5","3","12","2","1"
"20110728","10","2","7","4","12","11","1","3","6","8","5","9"
"20110729","7","9","11","1","10","2","5","4","6","8","12","3"
"20110730","3","10","1","7","6","4","2","12","5","9","8","11"
"20110731","8","12","5","11","10","3","9","1","2","6","4","7"
"20110801","3","1","11","4","9","2","10","8","12","5","7","6"
"20110802","4","8","3","9","2","5","11","1","7","12","10","6"
"20110803","7","11","3","2","8","4","9","1","6","5","10","12"
"20110804","3","11","2","6","8","5","7","12","9","10","1","4"
"20110805","12","2","6","8","5","7","9","3","11","4","1","10"
"20110806","3","11","4","1","8","12","5","6","9","2","10","7"
"20110807","9","6","12","8","11","3","4","2","7","10","5","1"
"20110808","10","5","11","7","12","2","3","8","6","1","9","4"
"20110809","1","4","11","12","8","7","10","2","5","9","3","6"
"20110810","8","11","2","9","7","12","1","10","5","6","3","4"
"20110811","2","5","1","6","11","10","3","7","9","4","8","12"
"20110812","7","12","10","9","5","3","11","1","2","6","8","4"
"20110813","8","9","3","1","10","11","4","12","5","6","7","2"
"20110814","5","1","12","11","3","7","2","8","4","6","10","9"
"20110815","10","2","5","11","4","1","3","6","9","12","7","8"
"20110816","6","11","10","9","7","8","2","1","4","3","12","5"
"20110817","7","4","9","11","12","5","1","2","10","6","8","3"
"20110818","10","6","8","5","4","2","1","11","9","7","3","12"
"20110819","5","12","8","10","9","3","1","7","11","2","4","6"
"20110820","3","4","7","8","2","12","6","10","11","1","9","5"
"20110821","6","10","12","5","2","11","4","3","1","8","7","9"
"20110822","6","4","8","5","1","9","10","3","12","11","7","2"
"20110823","9","2","6","5","7","10","11","4","8","3","12","1"
"20110824","1","2","4","3","9","12","10","11","8","7","5","6"
"20110825","8","12","7","2","1","4","10","9","3","6","5","11"
"20110826","5","1","7","10","12","6","4","11","2","9","3","8"
"20110827","11","7","12","2","10","6","5","9","1","3","4","8"
"20110828","12","7","6","1","11","2","8","10","9","5","4","3"
"20110829","3","5","2","8","11","6","1","7","12","4","10","9"
"20110830","8","7","11","2","5","6","12","9","10","1","3","4"
"20110831","10","4","6","1","2","3","11","8","7","9","5","12"
"20110901","11","8","6","7","12","5","1","9","3","10","4","2"
"20110902","2","8","1","10","12","4","11","3","5","9","7","6"
"20110903","6","1","10","4","9","7","11","2","12","3","5","8"
"20110904","5","3","8","1","2","9","6","12","10","11","4","7"
"20110905","2","6","7","3","4","8","1","9","11","10","12","5"
"20110906","10","11","2","9","5","12","6","1","3","8","4","7"
"20110907","2","7","9","3","8","1","11","12","4","5","10","6"
"20110908","7","8","12","2","9","3","10","6","4","1","11","5"
"20110909","3","10","1","6","7","12","5","4","9","2","11","8"
"20110910","8","9","3","7","5","4","10","1","11","2","6","12"
"20110911","6","8","9","5","1","4","3","7","10","2","11","12"
"20110912","6","8","7","3","12","10","5","11","4","2","9","1"
"20110913","12","11","3","6","9","10","5","2","4","8","1","7"
"20110914","7","3","10","11","9","5","2","12","8","4","1","6"
"20110915","8","1","4","9","3","6","10","12","5","7","2","11"
"20110916","6","5","10","8","3","1","11","7","4","9","12","2"
"20110917","10","8","2","3","4","1","7","5","12","11","6","9"
"20110918","7","4","9","10","1","11","8","12","3","2","5","6"
"20110919","7","11","9","12","10","4","2","6","3","5","8","1"
"20110920","4","5","9","7","2","6","10","3","11","1","12","8"
"20110921","4","9","10","6","1","11","2","3","5","8","7","12"
"20110922","10","4","6","12","2","9","5","3","8","7","11","1"
"20110923","1","6","10","9","12","11","5","2","8","3","4","7"
"20110924","6","4","7","8","1","3","5","12","9","11","10","2"
"20110925","3","12","4","6","2","8","7","9","11","5","10","1"
"20110926","6","7","2","12","10","9","11","1","4","3","5","8"
"20110927","8","7","3","4","6","9","1","10","11","5","2","12"
"20110928","1","7","5","4","2","8","11","9","3","10","6","12"
"20110929","6","4","9","3","5","2","10","12","11","1","7","8"
"20110930","3","12","2","9","11","6","1","7","5","4","10","8"
"20111001","2","10","3","7","4","12","1","11","9","6","8","5"
"20111002","7","12","10","11","8","9","4","1","5","6","2","3"
"20111003","10","3","7","4","2","9","11","12","8","5","1","6"
"20111004","5","1","4","12","7","6","2","9","10","11","8","3"
"20111005","3","5","4","11","1","10","9","6","2","8","7","12"
"20111006","7","9","1","12","5","2","3","10","6","11","8","4"
"20111007","5","10","3","12","9","8","6","2","7","1","11","4"
"20111008","1","7","4","11","2","3","5","8","9","10","12","6"
"20111009","6","7","3","10","9","12","8","11","5","1","2","4"
"20111010","6","12","7","10","9","4","3","5","2","11","8","1"
"20111011","5","1","10","12","8","6","2","9","3","7","11","4"
"20111012","9","11","6","3","12","1","7","2","5","10","4","8"
"20111013","2","9","6","8","4","11","5","7","1","10","12","3"
"20111014","6","8","12","4","9","10","7","1","2","11","3","5"
"20111015","1","9","6","5","12","3","11","4","8","7","10","2"
"20111016","2","7","12","5","11","8","9","6","1","10","4","3"
"20111017","7","3","2","4","8","12","5","10","11","6","1","9"
"20111018","7","4","12","5","2","10","3","8","9","11","6","1"
"20111019","2","5","10","7","11","1","9","4","3","8","6","12"
"20111020","6","2","5","4","11","7","3","12","9","10","8","1"
"20111021","6","10","9","7","5","11","3","12","8","1","4","2"
"20111022","3","4","11","10","1","6","9","8","12","7","2","5"
"20111023","6","4","8","11","12","3","9","1","7","5","10","2"
"20111024","9","12","1","7","8","4","3","6","2","11","5","10"
"20111025","7","12","2","9","8","10","1","6","5","4","3","11"
"20111026","9","12","8","1","2","7","3","11","5","6","4","10"
"20111027","6","9","2","11","1","3","10","8","7","12","4","5"
"20111028","5","11","3","2","7","9","12","6","10","4","8","1"
"20111029","5","2","11","9","1","6","8","12","7","3","4","10"
"20111030","10","11","3","12","1","6","2","7","9","8","4","5"
"20111031","5","7","4","3","9","11","8","6","12","10","2","1"
"20111101","4","5","12","10","3","7","6","9","11","8","2","1"
"20111102","5","6","7","12","9","10","3","4","8","11","2","1"
"20111103","1","10","3","6","12","9","2","11","8","5","4","7"
"20111104","7","2","12","11","6","1","9","8","5","10","4","3"
"20111105","7","12","4","8","2","6","11","1","10","9","5","3"
"20111106","6","7","12","3","10","2","8","5","9","11","1","4"
"20111107","8","3","4","7","9","10","12","11","5","2","6","1"
"20111108","10","9","12","2","5","4","11","7","3","8","6","1"
"20111109","4","2","5","10","12","11","9","8","7","6","1","3"
"20111110","4","9","1","3","7","8","5","10","6","2","12","11"
"20111111","3","6","2","12","10","1","8","5","7","4","9","11"
"20111112","5","8","1","3","10","12","2","4","9","6","7","11"
"20111113","11","8","7","1","9","5","6","3","12","10","2","4"
"20111114","7","10","4","11","9","12","6","8","3","1","5","2"
"20111115","8","7","12","5","4","10","11","9","3","2","1","6"
"20111116","11","4","8","2","3","12","10","1","6","5","9","7"
"20111117","12","3","5","9","11","2","10","6","7","1","8","4"
"20111118","3","12","1","2","6","11","8","10","5","7","4","9"
"20111119","4","7","12","10","3","1","5","6","8","9","11","2"
"20111120","2","9","6","12","3","4","10","11","8","5","7","1"
"20111121","11","10","9","6","12","1","7","2","3","8","4","5"
"20111122","10","12","3","4","9","1","2","5","7","11","6","8"
"20111123","1","11","3","8","12","7","10","4","6","5","9","2"
"20111124","12","2","1","11","4","6","10","8","5","3","7","9"
"20111125","5","2","9","11","1","8","12","6","3","4","7","10"
"20111126","2","3","11","6","1","7","10","5","9","8","12","4"
"20111127","1","10","8","7","3","6","12","2","9","11","5","4"
"20111128","6","5","3","7","12","8","1","4","9","10","2","11"
"20111129","2","6","4","10","5","12","11","9","3","8","7","1"
"20111130","3","9","11","12","10","5","6","4","2","7","8","1"
"20111201","11","12","8","4","1","10","3","7","5","2","6","9"
"20111202","1","3","6","12","11","8","10","9","4","7","2","5"
"20111203","8","10","3","12","7","1","9","2","5","11","4","6"
"20111204","3","8","5","10","7","4","2","1","9","6","11","12"
"20111205","10","12","5","6","4","7","2","9","11","3","8","1"
"20111206","1","12","9","2","10","5","6","4","3","7","11","8"
"20111207","2","4","11","8","3","7","12","6","5","1","10","9"
"20111208","2","11","5","9","1","6","10","8","3","4","7","12"
"20111209","1","7","5","10","3","9","8","6","12","2","4","11"
"20111210","10","5","12","4","9","7","2","8","11","6","3","1"
"20111211","6","11","9","5","7","2","3","4","12","8","1","10"
"20111212","4","2","11","9","1","3","10","5","7","6","8","12"
"20111213","3","6","2","4","7","1","11","9","10","5","8","12"
"20111214","8","6","2","5","7","10","4","3","12","1","9","11"
"20111215","4","6","5","9","10","7","8","2","12","11","1","3"
"20111216","11","3","5","4","2","9","6","12","7","10","1","8"
"20111217","1","7","5","4","9","3","8","2","10","11","6","12"
"20111218","11","10","9","6","12","8","4","2","7","5","3","1"
"20111219","9","5","1","7","10","2","11","12","4","6","8","3"
"20111220","12","8","5","3","2","4","11","9","10","1","7","6"
"20111221","5","9","8","3","4","2","7","10","6","1","11","12"
"20111222","6","11","8","9","12","2","7","1","3","10","4","5"
"20111223","7","1","4","2","10","8","3","6","11","12","5","9"
"20111224","10","6","1","5","4","2","7","11","12","3","8","9"
"20111225","11","7","8","6","9","1","12","3","10","4","2","5"
